name,telephone,image,street_address,city,state,postal_code,country,full_address,latitude,longitude,area_served,facebook,twitter,linkedin,website,houzz_profile,category
Rika Design Interior,011 4101 4888,https://st.hzcdn.com/simgs/6ab3e2c703bf63b1_0-1826/_.jpg,X 29 Haus Khas ,New Delhi,,110016,IN,"X 29 Haus Khas , New Delhi, 110016",28.5445,77.1911,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/rika-design-interior-pfvwin-pf~1761836083,interior-designers
Luxuto Interiors,099999 32376,https://st.hzcdn.com/simgs/dda33bab0006e1af_0-3748/_.jpg,"RG Homes, Street Number 1, Arya Nagar, Sarfabad Sector 73",Noida,Uttar Pradesh,201307,IN,"RG Homes, Street Number 1, Arya Nagar, Sarfabad Sector 73, Noida, Uttar Pradesh, 201307",28.5978,77.3884,500009,https://www.facebook.com/people/Luxuto-Interiors/100064366891418/,,https://www.linkedin.com/in/kamal-gupta-007b0ba4?original_referer=https%3A%2F%2Fwww.bing.com%2F,https://www.luxutointeriors.com/blog,https://www.houzz.in/professionals/interior-designers-and-decorators/luxuto-interiors-pfvwin-pf~849633006,interior-designers
Dezignare India,098861 42838,https://st.hzcdn.com/simgs/d0b3b26601a41049_0-8308/_.jpg,"No 962, 8th Cross, Near HSR Police Station, 26th Main, HSR Layout Sector 1, ",Bangalore,,560102,IN,"No 962, 8th Cross, Near HSR Police Station, 26th Main, HSR Layout Sector 1, , Bangalore, 560102",12.9114,77.6443,500009,http://www.facebook.com/pages/Dezignare-India/108247742530881,,,www.dezignareindia.com,https://www.houzz.in/professionals/interior-designers-and-decorators/dezignare-india-pfvwin-pf~59082462,interior-designers
Pankaj Mhatre Architects.,091676 27740,https://st.hzcdn.com/simgs/8e73154701a5b40f_0-5307/_.jpg, ,Mumbai,Maharashtra,401201,IN," , Mumbai, Maharashtra, 401201",19.3484,72.7982,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/pankaj-mhatre-architects-pfvwin-pf~2080790497,interior-designers
Shalini Ganguli,098305 66604,https://st.hzcdn.com/simgs/bac3cfad0113b253_0-4186/_.jpg,Ballygunge placeSafdarjung enclave ,Delhi,Delhi,110029,IN,"Ballygunge placeSafdarjung enclave , Delhi, Delhi, 110029",28.564,77.2025,500009,https://www.facebook.com/shalinganguliinteriors,https://twitter.com/shaliniganguli,,www.instagram.com/shaliniganguliinteriors,https://www.houzz.in/professionals/interior-designers-and-decorators/shalini-ganguli-pfvwin-pf~1166308341,interior-designers
StudioRKD,070668 32424,https://st.hzcdn.com/simgs/05b3a9f5077f53ed_0-6404/_.jpg, ,pune,Maharashtra,,IN," , pune, Maharashtra",18.5196,73.8554,500009,https://www.facebook.com/idesignstudiopune,,,www.idesignstudio.co.in,https://www.houzz.in/professionals/interior-designers-and-decorators/studiorkd-pfvwin-pf~914785492,interior-designers
AND Designspace,090295 58138,https://st.hzcdn.com/simgs/1273fb3e0df3379d_0-2050/_.jpg,"Shop No. 9 , Prince Plaza , Rawal Nagar , Bhayandar (East) ",Mumbai,Maharashtra,401105,IN,"Shop No. 9 , Prince Plaza , Rawal Nagar , Bhayandar (East) , Mumbai, Maharashtra, 401105",19.3065,72.8649,500009,https://www.facebook.com/anddesignspace/,,,http://www.anddesignspace.com,https://www.houzz.in/professionals/interior-designers-and-decorators/and-designspace-pfvwin-pf~1478987463,interior-designers
zeelex interiors,094282 67919,https://st.hzcdn.com/simgs/a503b1ae00a75e6e_0-1423/_.jpg,"506 , i square corporate park , Near CIMS Hospital , Science City Rd , Science city",Ahmedabad,Gujarat,380060,IN,"506 , i square corporate park , Near CIMS Hospital , Science City Rd , Science city, Ahmedabad, Gujarat, 380060",,,500009,https://m.facebook.com/Zeelex-Interiors-409034333047858/,,https://www.linkedin.com/in/zeelex-interiors-94378a202,www.zeelexinteriors.com,https://www.houzz.in/professionals/interior-designers-and-decorators/zeelex-interiors-pfvwin-pf~1010851785,interior-designers
NAYANAM DESIGN STUDIO,094090 72826,https://st.hzcdn.com/simgs/1fb33e3b06a59901_0-6120/_.jpg,"E-606, saransh arth, opp. reveenta flats, near rajyash rains, b/h G.B shah college, south vasna",ahmedabad,Gujarat,380017,IN,"E-606, saransh arth, opp. reveenta flats, near rajyash rains, b/h G.B shah college, south vasna, ahmedabad, Gujarat, 380017",23.0258,72.5873,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/nayanam-design-studio-pfvwus-pf~60675662,interior-designers
Rashi Agarwal Designs,098310 05185,https://st.hzcdn.com/simgs/d0e3519908aed314_0-2070/_.jpg, ,Kolkata,West Bengal,700019,IN," , Kolkata, West Bengal, 700019",22.526,88.3625,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/rashi-agarwal-designs-pfvwus-pf~1636636463,interior-designers
Black Pebble Designs,081060 71763,https://st.hzcdn.com/simgs/0253184906547357_0-0584/_.jpg,"1104 Planet SKS, Kadri Kadri Hills",Mangalore,Karnataka,575004,IN,"1104 Planet SKS, Kadri Kadri Hills, Mangalore, Karnataka, 575004",12.8908,74.8482,500009,https://www.facebook.com/blackpebbledesigns,,https://www.linkedin.com/company/blackpebbledesigns,https://www.x.com/blackpebbled,https://www.houzz.in/professionals/interior-designers-and-decorators/black-pebble-designs-pfvwin-pf~2119239048,interior-designers
Saar Luxury,085598 83150,https://st.hzcdn.com/simgs/f8a35c680ef37b28_0-0508/_.jpg,"157, varcha vada, pernem road, arambol arambol goa, 403524",Arambol,Goa,403524,IN,"157, varcha vada, pernem road, arambol arambol goa, 403524, Arambol, Goa, 403524",15.6999,73.7234,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/saar-luxury-pfvwin-pf~976916154,interior-designers
SoulSpace Interiors,099206 56345,https://st.hzcdn.com/simgs/e1c337a60858da00_0-2549/_.jpg, ,Delhi,Uttarakhand,110019,IN," , Delhi, Uttarakhand, 110019",28.5374,77.2572,500009,https://www.facebook.com/aditimorayyainteriors,,https://www.linkedin.com/in/aditimorayya,http://aditipawar156.wixsite.com/portfolio,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/soulspace-interiors-pfvwus-pf~1738712444,interior-designers
Latest interiors and constructions,099997 00712,https://st.hzcdn.com/simgs/c1c386c407b1fd6b_0-2624/_.jpg,A 39 third floor vishal enclave rajouri garden Building no.12 community centre Lawrence road industrial area,new delhi,Delhi,110027,IN,"A 39 third floor vishal enclave rajouri garden Building no.12 community centre Lawrence road industrial area, new delhi, Delhi, 110027",28.6474,77.1177,500009,,,,www.latestinteriors.com,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/latest-interiors-and-constructions-pfvwus-pf~815824203,interior-designers
Decorum design's,093302 33971,https://st.hzcdn.com/simgs/09734682012bb6a6_0-1271/_.jpg,"20/1/H/1, Bright street 20/1/H/1, Bright street",Kolkata,West Bengal,700017,IN,"20/1/H/1, Bright street 20/1/H/1, Bright street, Kolkata, West Bengal, 700017",22.5426,88.3636,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/decorum-design-s-pfvwin-pf~1766002659,interior-designers
Nayan Deshmukh Architects,086683 59015,https://st.hzcdn.com/simgs/e383fc9702e1524a_0-5232/_.jpg,"A2-9 , Bramha Baag Society, sopan Baug B T Kawde road ",Pune,Maharashtra,411001,IN,"A2-9 , Bramha Baag Society, sopan Baug B T Kawde road , Pune, Maharashtra, 411001",18.5229,73.8853,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/nayan-deshmukh-architects-pfvwin-pf~155712311,interior-designers
Yash Interior,087662 12762,https://st.hzcdn.com/simgs/1693ca9d0190ddba_0-1921/_.jpg,"788 Ground Floor, OM Apartment, Dwarka Sector 14, ",New Delhi,Delhi,110078,IN,"788 Ground Floor, OM Apartment, Dwarka Sector 14, , New Delhi, Delhi, 110078",28.5986,77.0328,500009,https://www.facebook.com/yashinterior.in/,https://twitter.com/YashInterior,https://www.linkedin.com/company/yash-interior/,https://www.yashinterior.in/blog,https://www.houzz.in/professionals/interior-designers-and-decorators/yash-interior-pfvwin-pf~851577634,interior-designers
Palle interiors,088976 77859,https://st.hzcdn.com/simgs/a933245d01164674_0-8164/_.jpg, ,,,500039,IN," , 500039",17.3976,78.5831,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/palle-interiors-pfvwin-pf~1229142471,interior-designers
SPACE 9 DESIGN STUDIO,090332 60991,https://st.hzcdn.com/simgs/d39314e80fcf8d7a_0-9957/_.jpg,"606, Shivalik Satyamev, Bopal ambli junction, s.p.ring road Bopal",Ahmedabad,Gujarat,380058,IN,"606, Shivalik Satyamev, Bopal ambli junction, s.p.ring road Bopal, Ahmedabad, Gujarat, 380058",23.0242,72.4618,500009,https://www.facebook.com/space9designstudio,,,http://www.space9designstudio.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/space-9-design-studio-pfvwin-pf~96464577,interior-designers
Peacock Lane Interiors,080088 92434,https://st.hzcdn.com/simgs/9d236a94019e10a4_0-8995/_.jpg,SANATHNAGAR HYDERABAD,Hyderabad,Telangana,500038,IN,"SANATHNAGAR HYDERABAD, Hyderabad, Telangana, 500038",17.4446,78.4404,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/peacock-lane-interiors-pfvwin-pf~667084956,interior-designers
Ivy Habitat Interior Kraft LLP,087774 62262,https://st.hzcdn.com/simgs/d113598c09c28929_0-4300/_.jpg, ,Kolkata,West Bengal,700029,IN," , Kolkata, West Bengal, 700029",22.5137,88.3565,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/ivy-habitat-interior-kraft-llp-pfvwin-pf~380330524,interior-designers
Designclick - Interior design solutions,081600 42229,https://st.hzcdn.com/simgs/5cf3f32c077113ef_0-1536/_.jpg,Satellite ,Ahmedabad,Gujarat,380015,IN,"Satellite , Ahmedabad, Gujarat, 380015",,,500009,https://www.facebook.com/designclick9395,https://twitter.com/DesignclickI,https://www.linkedin.com/in/design-click-276a741b2/,http://designclick.in,https://www.houzz.in/professionals/interior-designers-and-decorators/designclick-interior-design-solutions-pfvwin-pf~815697879,interior-designers
October Designs by Priyanka,089484 24484,https://st.hzcdn.com/simgs/8f53fdca0ccc6659_0-4583/_.jpg,Richmond Town ,Bangalore,Karnataka,560025,IN,"Richmond Town , Bangalore, Karnataka, 560025",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/october-designs-by-priyanka-pfvwin-pf~1890859931,interior-designers
Breathing Space,090064 80370,https://st.hzcdn.com/simgs/b2f3ee3106b1e930_0-5520/_.jpg,"424, 4th Floor, Budha Plaza, Budha Marg, Near Ashok Cinema",Patna,Bihar,800001,IN,"424, 4th Floor, Budha Plaza, Budha Marg, Near Ashok Cinema, Patna, Bihar, 800001",,,500009,https://www.facebook.com/breathingspace.in,https://twitter.com/BreathingSpac14?s=07,https://www.linkedin.com/company/a-breathing-space,www.breathingspace.in,https://www.houzz.in/professionals/interior-designers-and-decorators/breathing-space-pfvwin-pf~378529400,interior-designers
Ministry Of Interior Design,085915 70118,https://st.hzcdn.com/simgs/f89376b70200cecb_0-0107/_.jpg,"3rd Floor, 6th Vithalwadi, Zaveri Bazaar ",Mumbai,Maharashtra,400002,IN,"3rd Floor, 6th Vithalwadi, Zaveri Bazaar , Mumbai, Maharashtra, 400002",18.9462,72.8254,500009,facebook.com/ministryofinteriordesign,,https://in.linkedin.com/company/ministryofinteriordesign,www.moid.in,https://www.houzz.in/professionals/interior-designers-and-decorators/ministry-of-interior-design-pfvwin-pf~1262869414,interior-designers
Divya Goenka,098305 54247,//www.houzz.com/res/29230478/pic/user_0.png?v=29230478,"2/7 sarat bose road, 5th floor, kolkata -20 ",KOLKATA,West Bengal,700020,IN,"2/7 sarat bose road, 5th floor, kolkata -20 , KOLKATA, West Bengal, 700020",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/divya-goenka-pfvwin-pf~348386461,interior-designers
Pramukh Inc,083558 77436,https://st.hzcdn.com/simgs/cce3f04009c747d2_0-0938/_.jpg,"1721-F, Level 17th, Cyber One, Sector 30, Vashi ",Navi Mumbai,Maharashtra,410210,IN,"1721-F, Level 17th, Cyber One, Sector 30, Vashi , Navi Mumbai, Maharashtra, 410210",19.0658,73.0679,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/pramukh-inc-pfvwin-pf~1957386657,interior-designers
AH SPACERS,098865 18608,https://st.hzcdn.com/simgs/56c328cc0f5de1bd_0-4974/_.jpg,"#64/1, 14th main, Chandra Layout, Bangalore. ",Bengaluru,Karnataka,560040,IN,"#64/1, 14th main, Chandra Layout, Bangalore. , Bengaluru, Karnataka, 560040",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/ah-spacers-pfvwin-pf~1354508807,interior-designers
The Address Studio,078773 16831,https://st.hzcdn.com/simgs/98f3ea54038709cd_0-0088/_.jpg,"404,agrim apartments, sector 43 ",Gurgaon,Haryana,122009,IN,"404,agrim apartments, sector 43 , Gurgaon, Haryana, 122009",28.4598,77.0863,500009,https://www.facebook.com/profile.php?id=100088439615993,,https://www.linkedin.com/company/the-address-studio/,theaddressstudio.in,https://www.houzz.in/professionals/interior-designers-and-decorators/the-address-studio-pfvwin-pf~1481029503,interior-designers
Homeinteriors,095555 32068,https://st.hzcdn.com/simgs/dca3e8cf017ab4bc_0-1756/_.jpg,"Home interiors Designers Jai Mahavir Colony road Sandalpur, Patna-800006 Bihar ",Patna,Bihar,800006,IN,"Home interiors Designers Jai Mahavir Colony road Sandalpur, Patna-800006 Bihar , Patna, Bihar, 800006",25.6119,85.1792,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/homeinteriors-pfvwin-pf~667039712,interior-designers
INDESIGN,093242 81624,https://st.hzcdn.com/simgs/1253b3b10cf76f79_0-9801/_.jpg,Kandivali East ,Mumbai,Maharashtra,400101,IN,"Kandivali East , Mumbai, Maharashtra, 400101",19.2005,72.8709,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/indesign-pfvwus-pf~973624334,interior-designers
Alur Home,098452 11611,https://st.hzcdn.com/simgs/d1137344099b06d7_0-2057/_.jpg,Alur home-1B. 27th  main road. 1st floor. HSR layout 1st sector. ,Bangalore,Karnataka,560102,IN,"Alur home-1B. 27th  main road. 1st floor. HSR layout 1st sector. , Bangalore, Karnataka, 560102",12.9114,77.6443,500009,https://www.facebook.com/interiordesignblr/?ref=bookmarks,https://twitter.com/Alur_home,https://www.linkedin.com/company-beta/17969504/admin/updates/,www.alurhome.com/blog,https://www.houzz.in/professionals/interior-designers-and-decorators/alur-home-pfvwin-pf~1736796620,interior-designers
Aanka,097486 69033,https://st.hzcdn.com/simgs/1343db4e0b4790aa_0-4487/_.jpg, ,Delhi,Delhi,110049,IN," , Delhi, Delhi, 110049",,,500009,https://www.facebook.com/Aanka-634325509999603,,,www.aankainterio.com,https://www.houzz.in/professionals/interior-designers-and-decorators/aanka-pfvwin-pf~1353640663,interior-designers
Memphis Designs,098450 28773,https://st.hzcdn.com/simgs/a943f32005dc638c_0-6767/_.jpg,"302, block 2, keerthi manor, GM Palya Main road, New Thippasandra, ",Bangalore,,560075,IN,"302, block 2, keerthi manor, GM Palya Main road, New Thippasandra, , Bangalore, 560075",12.9713,77.6629,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/memphis-designs-pfvwin-pf~688210267,interior-designers
Artsy Corner,099102 03552,https://st.hzcdn.com/simgs/04330c2300e82c03_0-8605/_.jpg, ,,,,IN, ,,,500009,https://www.facebook.com/artsycornerdelhi,,,"www,artsycorner.in",https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/artsy-corner-pfvwus-pf~314614366,interior-designers
Purple Edge Design,099580 07346,https://st.hzcdn.com/simgs/d373c62a0f7ec835_0-0825/_.jpg,"210, 2nd Floor, Kanchenjunga building 18 Barakhamba road,",Delhi,,110001,IN,"210, 2nd Floor, Kanchenjunga building 18 Barakhamba road,, Delhi, 110001",28.6264,77.2207,500009,www.facebook.com/purpleedgedesign,,https://www.linkedin.com/company/purpleedge-design,www.purpleedgedesign.com,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/purple-edge-design-pfvwus-pf~473746637,interior-designers
Peaceful homes,088265 77663,https://st.hzcdn.com/simgs/33d3ecb50294b61c_0-4494/_.jpg,G 1105 Logix,Noida,Uttar Pradesh,201305,IN,"G 1105 Logix, Noida, Uttar Pradesh, 201305",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/peaceful-homes-pfvwin-pf~2017756055,interior-designers
Urban Sketch,098810 04116,https://st.hzcdn.com/simgs/9a536a9f0adc6699_0-2129/_.jpg,"T-19,Silvio Heights Near Caculo Mall,",Panjim,Goa,403001,IN,"T-19,Silvio Heights Near Caculo Mall,, Panjim, Goa, 403001",15.4901,73.8312,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/urban-sketch-pfvwin-pf~758216961,interior-designers
Descape,085060 06764,https://st.hzcdn.com/simgs/380332720009accf_0-2872/_.jpg,"10 C, Dhawalgiri Apartments Sector 11",GAUTAM BUDH NAGAR,Uttar Pradesh,201301,IN,"10 C, Dhawalgiri Apartments Sector 11, GAUTAM BUDH NAGAR, Uttar Pradesh, 201301",,,500009,https://www.facebook.com/descapeinteriors,,https://in.linkedin.com/company/de-scape,https://www.instagram.com/descape.in/,https://www.houzz.in/professionals/interior-designers-and-decorators/descape-pfvwin-pf~96255417,interior-designers
My Vision Interiors,090103 55553,https://st.hzcdn.com/simgs/3863b78f0a49ec0b_0-2740/_.jpg,Nehru Nagar #3-16-75 2nd Floor,Hyderabad,Telangana,500013,IN,"Nehru Nagar #3-16-75 2nd Floor, Hyderabad, Telangana, 500013",17.3904,78.5252,500009,https://www.facebook.com/Myvisioninteriors/,https://twitter.com/myvisioninterio,https://www.linkedin.com/in/my-vision-interiors/,https://myvisioninteriordesign.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/my-vision-interiors-pfvwin-pf~95253169,interior-designers
The White Frame,099711 68322,https://st.hzcdn.com/simgs/28a3cb37059e6f34_0-8352/_.jpg,"139 Pace City 1, Hero Honda Chowk, Gurgaon, Sohna Road - (Near Big Boys Toys) ",Gurgaon,Haryana,122001,IN,"139 Pace City 1, Hero Honda Chowk, Gurgaon, Sohna Road - (Near Big Boys Toys) , Gurgaon, Haryana, 122001",28.4503,77.0274,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/the-white-frame-pfvwin-pf~407550059,interior-designers
Trendco Interior,094304 59771,https://st.hzcdn.com/simgs/b9c3eb5b058e603d_0-9568/_.jpg,"2nd floor, Dumrao Palace, Fraser Road, Near Dakbanglow Chowraha, Patna, Bihar 800001 ",Patna,Bihar,800001,IN,"2nd floor, Dumrao Palace, Fraser Road, Near Dakbanglow Chowraha, Patna, Bihar 800001 , Patna, Bihar, 800001",25.6058,85.1285,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/trendco-interior-pfvwin-pf~1925897166,interior-designers
Beyond rules,088012 63096,https://st.hzcdn.com/simgs/e323b9920f3546d2_0-5328/_.jpg,old city hyderabad masabtank,Hyderabad,Telangana,5000064,IN,"old city hyderabad masabtank, Hyderabad, Telangana, 5000064",,,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/beyond-rules-pfvwin-pf~473801773,interior-designers
Designer Spaces,40050000,https://st.hzcdn.com/simgs/9ed3d3db081c30e6_0-3928/_.jpg, ,Kolkata,West Bengal,,IN," , Kolkata, West Bengal",22.5626,88.363,500009,https://www.facebook.com/designerspaces/,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/designer-spaces-pfvwin-pf~25684727,interior-designers
Ocean Arc,099948 97897,https://st.hzcdn.com/simgs/9c130678096b9b2d_0-4304/_.jpg,NAMBIKKAI MUNAI VALAGAM THIRUVAGOUNDANUR BYPASS,Salem,Tamil Nadu,636004,IN,"NAMBIKKAI MUNAI VALAGAM THIRUVAGOUNDANUR BYPASS, Salem, Tamil Nadu, 636004",11.6843,78.1344,500009,https://www.facebook.com/oceanarcinterior/,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/ocean-arc-pfvwin-pf~598335986,interior-designers
Marboker,070750 34296,https://st.hzcdn.com/simgs/3f83fd3d02687870_0-4193/_.jpg,"Langar House, Hyderabad ",Hyderabad,Telangana,500008,IN,"Langar House, Hyderabad , Hyderabad, Telangana, 500008",17.3991,78.3947,500009,,https://twitter.com/MarbokerTech,https://www.linkedin.com/company/marboker,https://marboker.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/marboker-pfvwin-pf~1799677990,interior-designers
Skyline Spaces,098455 57700,https://st.hzcdn.com/simgs/bf03cbd000b7285e_0-4011/_.jpg,#241 P&Q HBR layout 4th Stage ORR service road,Bangalore,Karnataka,560043,IN,"#241 P&Q HBR layout 4th Stage ORR service road, Bangalore, Karnataka, 560043",13.0243,77.6537,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/skyline-spaces-pfvwin-pf~96478949,interior-designers
Woodpickr Studios,091216 68058,https://st.hzcdn.com/simgs/7c737fce0135c5a5_0-4444/_.jpg,"Workflo, Bizness Square, 4th floor ",Hyderabad,Telangana,500084,IN,"Workflo, Bizness Square, 4th floor , Hyderabad, Telangana, 500084",17.4703,78.3578,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/woodpickr-studios-pfvwin-pf~2118379204,interior-designers
Innover By Sakshi Gehani,097020 27093,https://st.hzcdn.com/simgs/2693ddfc0874ca47_0-2112/_.jpg,Goregaon Goregaon East,mumbai,Maharashtra,400063,IN,"Goregaon Goregaon East, mumbai, Maharashtra, 400063",,,500009,,,,https://instagram.com/innoverbysakshigehani?igshid=YmMyMTA2M2Y=,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/innover-by-sakshi-gehani-pfvwus-pf~757204801,interior-designers
Spaceofy Interior Design Studio,088829 61623,https://st.hzcdn.com/simgs/053379a80213b2ad_0-7379/_.jpg,"kalkaji, new delhi ",new delhi,Delhi,110019,IN,"kalkaji, new delhi , new delhi, Delhi, 110019",,,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/spaceofy-interior-design-studio-pfvwus-pf~1103472999,interior-designers
DESIGN CELL,095679 15559,https://st.hzcdn.com/simgs/02a3b5ed0984b323_0-0676/_.jpg, ,KANNUR,Kerala,670702,IN," , KANNUR, Kerala, 670702",11.935,75.6055,500009,https://www.facebook.com/DESIGNCELL.KNR,,,www.designcell.co.in,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/design-cell-pfvwus-pf~1353287879,interior-designers
HomeJovi E-Designs,099601 66458,https://st.hzcdn.com/simgs/7293d95f07b70a77_0-3416/_.jpg,"Bhetapara , Guwahati ",,Assam,781028,IN,"Bhetapara , Guwahati , Assam, 781028",,,500009,https://www.facebook.com/homejovi,,,www.homejovi.com,https://www.houzz.in/professionals/interior-designers-and-decorators/homejovi-e-designs-pfvwin-pf~1671451614,interior-designers
Arkzions,098302 13730,https://st.hzcdn.com/simgs/fbb3164e041024da_0-9713/_.jpg,32/7 pashupati bhattacharjee road ,Kolkata,West Bengal,700041,IN,"32/7 pashupati bhattacharjee road , Kolkata, West Bengal, 700041",,,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/arkzions-pfvwgb-pf~1134485242,interior-designers
Rukmini's Design Associates,099890 90176,https://st.hzcdn.com/simgs/f8d319a208999ab2_0-2221/_.jpg,"91 Springboard, Jubilee Enclave, Hyderabad ",Hyderabad,,500072,IN,"91 Springboard, Jubilee Enclave, Hyderabad , Hyderabad, 500072",17.4958,78.4027,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/rukmini-s-design-associates-pfvwus-pf~1510153482,interior-designers
Enrich Decors,099855 89646,https://st.hzcdn.com/simgs/84a3a1a2040296d9_0-0235/_.jpg,Manikonda ,Hyderabad,Telangana,500089,IN,"Manikonda , Hyderabad, Telangana, 500089",17.3966,78.3665,500009,,,,,https://www.houzz.in/hznb/professionals/interior-designers-and-decorators/enrich-decors-pfvwus-pf~2114406028,interior-designers
LJ Interior Concept,096382 62328,https://st.hzcdn.com/simgs/a2530ae40a215c84_0-7876/_.jpg, ,Vadodara,Gujarat,391740,IN," , Vadodara, Gujarat, 391740",22.3812,73.1714,500009,https://www.facebook.com/LJ.Interior.Concept/?ref=py_c,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/lj-interior-concept-pfvwin-pf~1294803965,interior-designers
Orange Interiors,090032 08146,https://st.hzcdn.com/simgs/10631916012cf794_0-6916/_.jpg,"25/1, Ko su mani, street, Choolaimedu",Chennai,Tamil Nadu,600094,IN,"25/1, Ko su mani, street, Choolaimedu, Chennai, Tamil Nadu, 600094",13.0622,80.2219,500009,https://www.facebook.com/orangeinterior.designers/,,,https://www.instagram.com/orange_interior_chennai/,https://www.houzz.in/professionals/interior-designers-and-decorators/orange-interiors-pfvwin-pf~566489111,interior-designers
DRAFT DECOR,077955 68345,https://st.hzcdn.com/simgs/d7d330f208b284a1_0-4372/_.jpg, ,BANGALORE,Karnataka,560026,IN," , BANGALORE, Karnataka, 560026",12.9555,77.5448,500009,https://www.facebook.com/draftdecor/,,,http://www.draftdecor.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/draft-decor-pfvwin-pf~1453595068,interior-designers
Kathkarma Interior Designers,0562 405 7869,https://st.hzcdn.com/simgs/3d5311ef0290f6e2_0-5554/_.jpg,"60 - Church road, Civil lines Bagh farzana",Agra,Uttar Pradesh,282002,IN,"60 - Church road, Civil lines Bagh farzana, Agra, Uttar Pradesh, 282002",27.2071,77.9846,500009,https://www.facebook.com/kathkarmainterior,https://twitter.com/kathkarma,https://www.linkedin.com/company/kathkarmagroup/,https://kathkarma.com/home/services/interior-designing/,https://www.houzz.in/professionals/interior-designers-and-decorators/kathkarma-interior-designers-pfvwin-pf~755697685,interior-designers
Design Arc Interiors Bangalore,096207 89719,https://st.hzcdn.com/simgs/0d73e161023effb5_0-6363/_.jpg,"345,GrounFloor,17th main,14 B cross, HSR Layout Sector - 4, HSR Layout, Bangalore - 560102",Bangalore,Karnataka,560 102,IN,"345,GrounFloor,17th main,14 B cross, HSR Layout Sector - 4, HSR Layout, Bangalore - 560102, Bangalore, Karnataka, 560 102",12.9114,77.6443,500009,https://www.facebook.com/designarcinterior,https://twitter.com/InteriorsArc,,http://designarcinteriors.blogspot.in/,https://www.houzz.in/professionals/interior-designers-and-decorators/design-arc-interiors-bangalore-pfvwin-pf~2114464124,interior-designers
Home Office & more,083330 07007,https://st.hzcdn.com/simgs/0fc3bc2d020dab81_0-8436/_.jpg,"1128, Jubilee Square ","Rd No 36, Jubilee Hills",,500033,IN,"1128, Jubilee Square , Rd No 36, Jubilee Hills, 500033",17.4303,78.4102,500009,,,,,https://www.houzz.in/professionals/interior-designers-and-decorators/home-office-and-more-pfvwin-pf~1040833616,interior-designers
Intrior,098338 98334,https://st.hzcdn.com/simgs/0a33e51c09c4f492_0-9893/_.jpg,"10, 2nd Floor, Samarth Krupa, Sant Namdev Path, Gograsswadi, Dombivli East ",Mumbai,Maharashtra,421201,IN,"10, 2nd Floor, Samarth Krupa, Sant Namdev Path, Gograsswadi, Dombivli East , Mumbai, Maharashtra, 421201",19.21,73.0918,500009,https://www.facebook.com/myintrior/,,,http://intrior.com/,https://www.houzz.in/professionals/interior-designers-and-decorators/intrior-pfvwin-pf~883642721,interior-designers
